frame,time,x,y,heading,v_x,v_y,yaw_rate,steer_angle,pedal_acc,pedal_brake,lon_acc
210,1642591600.301187,-32.453787,10.505214,0.668810,0.294703,-0.000342,0.280000,-110.000000,21,0,-0.900000
211,1642591600.381192,-32.434581,10.516929,0.668810,0.252868,-0.023208,-0.160000,-110.000000,21,0,-0.600000
212,1642591600.421197,-32.427212,10.523400,0.668810,0.245225,-0.021601,-0.090000,-110.000000,24,0,-0.500000
213,1642591600.462520,-32.418944,10.529847,0.668810,0.230799,-0.004961,0.150000,-110.000000,21,0,-0.400000
214,1642591600.501192,-32.412532,10.534122,0.669159,0.194879,0.022807,0.540000,-110.000000,24,0,-0.300000
215,1642591600.541191,-32.407049,10.537311,0.669683,0.154587,0.025456,0.680000,-110.000000,24,0,-0.200000
216,1642591600.601187,-32.397939,10.541516,0.669857,0.139167,0.003069,0.030000,-108.000000,21,0,-0.100000
217,1642591600.681190,-32.388714,10.550159,0.669683,0.152203,-0.013420,-0.220000,-103.000000,24,0,-0.100000
218,1642591600.721189,-32.384130,10.553371,0.669683,0.130968,0.018235,0.230000,-97.000000,27,0,-0.100000
219,1642591600.761429,-32.376905,10.554294,0.670206,0.089875,0.050818,0.760000,-93.000000,32,0,0.000000
220,1642591600.801189,-32.374178,10.555334,0.670555,0.064003,0.030342,0.490000,-94.000000,32,0,0.000000
221,1642591600.841190,-32.371451,10.556374,0.670730,0.063273,0.005525,-0.150000,-95.000000,32,0,0.000000
222,1642591600.881194,-32.369623,10.557437,0.670381,0.070434,-0.000307,-0.490000,-96.000000,32,0,0.000000
223,1642591600.941223,-32.365967,10.559562,0.670206,0.052554,0.017410,-0.070000,-96.000000,32,0,0.000000
224,1642591601.021194,-32.361498,10.558336,0.670555,-0.001055,0.046388,0.360000,-96.000000,32,0,0.000000
225,1642591601.061198,-32.361527,10.557227,0.670730,-0.011460,0.024097,0.050000,-96.000000,32,0,0.000000
226,1642591601.101190,-32.360656,10.556094,0.670730,-0.003652,0.023909,-0.240000,-95.000000,32,0,0.000000
227,1642591601.141187,-32.360656,10.556094,0.670555,0.000134,0.032015,-0.140000,-95.000000,32,0,0.000000
228,1642591601.181190,-32.359785,10.554961,0.670381,0.001326,0.017642,-0.180000,-95.000000,32,0,0.000000
229,1642591601.221203,-32.358886,10.554938,0.670381,0.012565,0.016344,-0.250000,-95.000000,32,0,0.000000
230,1642591601.321226,-32.355317,10.553735,0.670381,0.042773,0.031361,-0.170000,-96.000000,32,0,0.000000
231,1642591601.361188,-32.353489,10.554798,0.670032,0.070168,0.009665,-0.520000,-97.000000,32,0,0.000000
